"","Name","City","State","Locale","Control","Cost_att","Federal_loan","Pell_Grant","Women","Dependent","Married","pct_white","pct_black","pct_hispanic","pct_asian","Low_income","Mid1_income","Mid2_income","High1_income","High2_income","Completion_rate","Monthly_debt","Mean_earning_6","Mean_earning_7","Mean_earning_8","Mean_earning_9","Mean_earning_10","Mean_earning_male_6","Mean_earning_female_6","Mean_earning_male_10","Mean_earning_female_10"
"89","Empire Beauty School-Chandler","Chandler","AZ","Suburb","Private",NA,0.9399999976,0.7200000286,0.9399999976,0.3400000036,0.3000000119,81.4400024414,2.0999999046,16.7299995422,1.7100000381,0.7445742905,0.1089315526,0.0726210351,0.041736227,0.0321368948,NA,122.308969291766,19700,20500,21300,20700,22100,NA,NA,NA,NA
"90","Cortiva Institute-Tucson","Tucson","AZ","City","Private",NA,0.9599999785,0.5400000215,0.7699999809,0.3000000119,0.200000003,77.8700027466,4.6100001335,25.1399993896,2.1199998856,0.7318548387,0.1129032258,0.0907258065,0.0423387097,0.0221774194,NA,69.3384012233142,22800,24100,24000,27400,28100,NA,NA,NA,NA
"91","Avalon School of Cosmetology-Mesa","Mesa","AZ","City","Private",NA,0.8999999762,0.7200000286,0.9300000072,0.3700000048,0.3000000119,80.9899978638,3.0399999619,19.5400009155,2,0.6137071651,0.1510903427,0.1066978193,0.0700934579,0.058411215,NA,94.2623821581187,19100,20900,20700,21400,21300,NA,NA,NA,NA
"92","Eastern Arizona College","Thatcher","AZ","Town","Public",12399,0,1,0.5799999833,0.5199999809,0.2099999934,66.4400024414,3.3800001144,22.6499996185,0.8799999952,0.6707848837,0.1904069767,0.1126453488,NA,NA,NA,NA,26000,27700,30900,31500,33400,22700,30200,26000,44100
"93","Embry-Riddle Aeronautical University-Prescott","Prescott","AZ","Rural","Private",47148,0.9100000262,0.4799999893,0.1700000018,0.6200000048,0.2099999934,78.7900009155,9.75,11.3299999237,3.6400001049,0.3977023146,0.2045953708,0.1594863997,0.0979895253,0.1402263896,NA,258.493890632695,50100,54700,59200,61400,65500,45200,50900,57400,66800
"94","Frank Lloyd Wright School of Architecture","Scottsdale","AZ","Rural","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Glendale Community College","Glendale","AZ","Suburb","Public",11530,0.5,0.8100000024,0.6200000048,0.4699999988,0.200000003,75.1699981689,4.1999998093,27.1100006104,2.2000000477,0.6710588794,0.1820987654,0.1014957265,0.0340693257,0.0112773029,NA,64.5355847353587,30500,33200,34300,36500,36800,29300,32300,33500,42000
"96","Grand Canyon University","Phoenix","AZ","City","Private",31131,0.9599999785,0.4799999893,0.6899999976,0.2099999934,0.4699999988,75.2600021362,10.3199996948,15.720000267,2.6199998856,0.5095205623,0.1564991607,0.1385333613,0.1047261855,0.0907207302,NA,193.870417974521,48000,50500,51300,51100,53200,45400,53600,52100,54800
"97","International Academy of Hair Design","Mesa","AZ","City","Private",NA,0.8600000143,0.6800000072,0.9599999785,0.3899999857,0.2700000107,79.1600036621,3.4100000858,22.1000003815,2.0399999619,0.7904191617,0.1017964072,NA,NA,NA,NA,82.4026824558906,19500,21100,22100,23000,21800,NA,NA,NA,NA
"98","GateWay Community College","Phoenix","AZ","City","Public",12430,0.6399999857,0.8000000119,0.6499999762,0.2300000042,0.2599999905,69.8000030518,4.6100001335,32.4099998474,1.9500000477,0.6920382166,0.1707006369,0.0882165605,0.0331210191,0.0159235669,NA,98.2276784404242,33800,33700,33200,34500,35000,33000,35300,35400,34300
"99","Mesa Community College","Mesa","AZ","City","Public",12357,0.6700000167,0.7400000095,0.5699999928,0.4799999893,0.1899999976,77.8300018311,3.1500000954,19.8099994659,2.3599998951,0.6385582753,0.175611947,0.1093644734,0.0479452055,0.0285200988,NA,82.7180450024625,31200,34500,35900,38900,40700,28600,34200,35100,47900
"100","ITT Technical Institute-Tucson","Tucson","AZ","Suburb","Private",28145,0.9499999881,0.7099999785,0.2300000042,0.4799999893,0.1599999964,67.8899993896,18.3999996185,17.6200008392,1.75,0.6996228922,0.1521717892,0.0867934114,0.0410129155,0.0203989918,NA,262.929645795952,33700,36700,38800,40000,42300,27200,35900,33800,43900
"101","ITT Technical Institute-Tempe","Tempe","AZ","City","Private",27463,0.9399999976,0.6800000072,0.25,0.3899999857,0.2099999934,68.3199996948,3.4700000286,28.5699996948,1.7899999619,0.6996228922,0.1521717892,0.0867934114,0.0410129155,0.0203989918,NA,262.929645795952,33700,36700,38800,40000,42300,27200,35900,33800,43900
"102","Mohave Community College","Kingman","AZ","Rural","Public",12024,0.5699999928,0.9100000262,0.7200000286,0.2399999946,0.3300000131,89.2300033569,0.7200000286,11.6800003052,0.9499999881,0.7179624665,0.1560321716,0.0986595174,0.018766756,0.0085790885,NA,152.51139547329,25100,30000,30700,29500,30800,24300,27000,29600,35600
"103","Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division","Phoenix","AZ","City","Private",NA,0.9700000286,0.5099999905,0.0299999993,0.5699999928,0.1299999952,81.5800018311,7.4299998283,12.7399997711,2.5799999237,0.5641589676,0.1753922863,0.1252383047,0.0802170406,0.0549934008,NA,177.38884750778,31800,33100,35000,34100,35900,26100,31900,25400,36100
"104","Dine College","Tsaile","AZ","Rural","Public",6553,0,1,0.6700000167,0.4499999881,0.150000006,5.3400001526,0.1899999976,1.9400000572,0.150000006,0.7479452055,0.1479452055,NA,NA,NA,NA,NA,18900,21200,22300,25000,24800,19300,18000,24000,26900
"105","Northern Arizona University","Flagstaff","AZ","City","Public",24693,0.9100000262,0.6000000238,0.6299999952,0.6100000143,0.1599999964,74.9000015259,2.4700000286,18.75,2.2200000286,0.3950676983,0.1726305609,0.1518375242,0.1243552547,0.156108962,NA,206.795112506156,34300,37000,38900,41900,43200,32000,38000,39100,49500
"106","Northland Pioneer College","Holbrook","AZ","Rural","Public",13304,0,1,0.7400000095,0.3000000119,0.3100000024,50.8699989319,0.9200000167,9.9300003052,0.3799999952,0.7581274382,0.166449935,NA,NA,NA,NA,NA,22600,24800,25500,26000,27000,20300,29300,24700,33600
"107","Ottawa University-Phoenix","Phoenix","AZ","City","Private",NA,0.9800000191,0.4600000083,0.6800000072,0.2199999988,0.400000006,80.3199996948,8.3599996567,12.7399997711,1.8799999952,0.4479695431,0.1700507614,0.1719543147,0.1224619289,0.0875634518,NA,226.182154303608,39500,42000,42300,44300,44900,36700,44900,41700,50300
"108","Phoenix College","Phoenix","AZ","City","Public",12031,0.5099999905,0.8399999738,0.6399999857,0.4199999869,0.1800000072,65.9700012207,5.3000001907,39.2999992371,1.8999999762,0.7044806176,0.1755328075,0.0805504279,0.0273535828,0.0120825642,NA,100.28528980986,28100,31500,32100,35200,36300,27900,28500,34500,39200
"109","Cortiva Institute-Scottsdale","Scottsdale","AZ","City","Private",NA,0.9300000072,0.6000000238,0.75,0.3000000119,0.2199999988,79.6699981689,2.8900001049,19.6499996185,1.75,0.6494252874,0.1494252874,0.0977011494,NA,NA,NA,78.5821427523394,25100,25100,25100,29200,28100,NA,NA,26900,31700
"110","Pima Community College","Tucson","AZ","City","Public",7258,0.4600000083,0.8700000048,0.5899999738,0.4399999976,0.2099999934,72.8199996948,3.3699998856,32.0600013733,2,0.6766719326,0.1719852554,0.0977356503,0.0349657715,0.0186413902,NA,69.7933504708277,27200,29800,31100,33500,34300,25400,29600,31000,38900
"111","Pima Medical Institute-Tucson","Tucson","AZ","City","Private",NA,0.9100000262,0.7099999785,0.8500000238,0.2800000012,0.2899999917,71.0100021362,5.0700001717,27.2099990845,4.6300001144,0.6334168263,0.1663474289,0.1012229262,0.0582731693,0.0407396493,NA,90.0385919851804,26900,27500,27500,29000,29200,24900,36900,27600,38900
"112","Pima Medical Institute-Albuquerque","Albuquerque","NM","City","Private",NA,0.9100000262,0.7099999785,0.8500000238,0.2800000012,0.2899999917,71.0100021362,5.0700001717,27.2099990845,4.6300001144,0.6334168263,0.1663474289,0.1012229262,0.0582731693,0.0407396493,NA,90.0385919851804,26900,27500,27500,29000,29200,24900,36900,27600,38900
"113","Prescott College","Prescott","AZ","City","Private",38597,0.9499999881,0.6299999952,0.6899999976,0.3000000119,0.2599999905,81.8700027466,3.2799999714,15.3699998856,2.6199998856,0.5321100917,0.1513761468,0.1422018349,0.0871559633,0.0871559633,NA,201.625234693502,27400,29100,30600,34100,35800,26800,28600,32300,41300
"114","Refrigeration School Inc","Phoenix","AZ","City","Private",NA,0.8899999857,0.6700000167,0.0199999996,0.1800000072,0.349999994,70.5299987793,4,27.6700000763,1.8799999952,0.6538812785,0.1817351598,0.0894977169,0.0420091324,0.0328767123,NA,121.492128597366,36600,39400,41200,40000,40100,NA,NA,NA,NA
"115","Rio Salado College","Tempe","AZ","City","Public",11130,0.7799999714,0.7599999905,0.7599999905,0.0900000036,0.4199999869,77.1200027466,4.6700000763,22.2900009155,2.1500000954,0.6708308248,0.1714328718,0.0975316075,0.041691752,0.018512944,NA,81.6582200508684,35800,36400,38100,37100,39700,33700,41600,37000,47300
"116","Roberto-Venn School of Luthiery","Phoenix","AZ","City","Private",NA,0.9499999881,0.4499999881,0.0299999993,0.5600000024,0.0700000003,84.0699996948,4,12.0699996948,3.0299999714,0.6056338028,NA,NA,NA,NA,NA,NA,NA,22700,25500,NA,27400,NA,NA,NA,NA
"117","Hair Academy of Safford","Safford","AZ","Rural","Private",NA,0.6800000072,0.9900000095,0.8399999738,0.2899999917,0.25,75.4899978638,1.7400000095,32.5900001526,0.6100000143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14200,17500,NA,NA,NA,NA
"118","Scottsdale Community College","Scottsdale","AZ","Rural","Public",12472,0.7599999905,0.6499999762,0.5600000024,0.4900000095,0.1299999952,80.8099975586,3.0499999523,16.3199996948,2.2400000095,0.6256089074,0.1809324983,0.1047320807,0.0452331246,0.043493389,NA,75.480216064747,32700,35000,36800,40700,41500,31800,33700,38800,44300
"119","South Mountain Community College","Phoenix","AZ","City","Public",11710,0.2399999946,0.9599999785,0.6499999762,0.4600000083,0.1599999964,60.3699989319,8.3699998856,42.7999992371,1.8400000334,0.6855154415,0.1857329274,0.0917790344,0.0274032188,0.009569378,NA,92.225450299933,26400,28200,29500,29300,29500,25200,28700,28100,32200
"120","Arizona Christian University","Phoenix","AZ","City","Private",34794,0.9200000167,0.5799999833,0.5099999905,0.7599999905,0.1199999973,82.2699966431,2.3499999046,19.7099990845,2.3900001049,0.3710691824,0.1886792453,0.1740041929,0.1132075472,0.1530398323,NA,232.644501569425,27600,29000,32200,28600,30700,NA,NA,26400,34600
"121","Tucson College","Tucson","AZ","City","Private",NA,0.8899999857,0.8700000048,0.8500000238,0.1599999964,0.2899999917,72.3300018311,3.9200000763,33.0600013733,1.9099999666,0.8073022312,0.1176470588,0.0547667343,NA,NA,NA,98.2173386847989,21000,21200,21400,24700,26200,20900,21700,24900,31100
"122","Universal Technical Institute of Arizona Inc","Avondale","AZ","Suburb","Private",NA,0.9700000286,0.4900000095,0.0299999993,0.7599999905,0.0700000003,73.5999984741,7.3600001335,19.8600006104,4.4200000763,0.5178865132,0.1794819079,0.1352796053,0.0951891447,0.0721628289,NA,188.62816187249,35700,39200,41300,43800,45500,27400,35900,35600,45700
"123","Western International University","Tempe","AZ","City","Private",17637,0.9399999976,0.6600000262,0.7400000095,0.0599999987,0.4499999881,74.5299987793,13.8800001144,11.6999998093,2.8499999046,0.461971831,0.2028169014,0.1887323944,0.0901408451,0.0563380282,NA,273.362459221888,34900,46700,49600,56900,57900,29600,47200,52100,68200
"124","Empire Beauty School-NW Phoenix","Glendale","AZ","City","Private",NA,0.8799999952,0.8500000238,0.9399999976,0.3300000131,0.2099999934,64.2799987793,5.4699997902,43.1599998474,1.8200000525,0.7513620604,0.1213472016,0.0752847945,0.0282317979,0.0237741456,NA,120.261697677955,19700,19800,19700,20900,21900,NA,NA,NA,NA
"125","Yavapai College","Prescott","AZ","City","Public",10902,0.349999994,0.9200000167,0.6100000143,0.4099999964,0.2199999988,86.3099975586,0.9399999976,11.0900001526,0.8399999738,0.7022988506,0.1659003831,0.0900383142,0.030651341,0.0111111111,NA,97.6796713922829,27000,28400,29500,31500,33000,25000,30200,29000,39300
"126","University of Arkansas at Little Rock","Little Rock","AR","City","Public",20714,0.9200000167,0.7400000095,0.6499999762,0.4499999881,0.200000003,70.0500030518,26.0699996948,2.5699999332,1.0199999809,0.5653518948,0.1742717195,0.1216808456,0.0827532869,0.0559422532,NA,211.96499031881,31300,33400,34600,37200,38200,29300,34200,35800,42100
"127","University of Arkansas for Medical Sciences","Little Rock","AR","City","Public",NA,0.9599999785,0.4600000083,0.7900000215,0.3400000036,0.349999994,79.3399963379,16.4500007629,2.9700000286,0.8600000143,0.5135135135,0.1554054054,0.1509009009,0.1126126126,0.0675675676,NA,129.246945316347,64400,67400,67000,71100,70800,60000,81000,66100,90700
"128","ABC Beauty College Inc","Arkadelphia","AR","Town","Private",NA,0.7599999905,0.9300000072,0.7699999809,0.2199999988,0.3199999928,78.3799972534,17.6700000763,3.3599998951,0.4600000083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Arkansas Baptist College","Little Rock","AR","City","Private",19723,0.6700000167,0.9599999785,0.5,0.4399999976,0.1299999952,50.8600006104,44.6699981689,3.4700000286,1.0299999714,0.7782888684,0.1241950322,0.0607175713,0.02299908,0.013799448,NA,437.175207593639,20600,21900,21700,22900,25400,NA,NA,25000,25700
"130","Arkansas Beauty School","Little Rock","AR","City","Private",NA,0.4900000095,0.9700000286,0.9800000191,0.2399999946,0.1000000015,51.0600013733,44.3400001526,3.4300000668,0.9300000072,0.9015151515,NA,NA,NA,NA,NA,65.4816723750744,NA,NA,15800,NA,NA,NA,NA,NA,NA
"131","Arkansas Beauty College","Russellville","AR","Town","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6595744681,NA,NA,NA,NA,NA,65.4816723750744,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Lyon College","Batesville","AR","Town","Private",34566,0.9200000167,0.6200000048,0.5699999928,0.8100000024,0.0799999982,88.7099990845,6.8699998856,3.1300001144,0.9300000072,0.3214285714,0.1571428571,0.1976190476,0.15,0.1738095238,NA,258.493890632695,29500,36200,37200,40000,41200,27600,31600,40000,43000
"133","Arkansas College of Barbering and Hair Design","North Little Rock","AR","City","Private",NA,0.8500000238,0.9900000095,0.4799999893,0.2300000042,0.150000006,50.7799987793,45.25,2.9000000954,0.7599999905,0.8918918919,NA,NA,NA,NA,NA,168.496657670016,16300,12000,13500,16200,18100,NA,NA,NA,NA
"134","Arthur's Beauty College Inc-Fort Smith","Fort Smith","AR","City","Private",NA,0.3899999857,0.9300000072,0.9399999976,0.3000000119,0.200000003,81.3700027466,5.6399998665,6.3899998665,2.9700000286,0.6753246753,0.1623376623,NA,NA,NA,NA,124.387260172453,15200,16800,15300,14500,16000,NA,NA,NA,NA
"135","University of Arkansas","Fayetteville","AR","City","Public",21288,0.9100000262,0.5400000215,0.5199999809,0.7699999809,0.1000000015,84.9499969482,7.8099999428,5.2199997902,1.4800000191,0.2887708214,0.1377082137,0.1451751867,0.1425904652,0.285755313,NA,222.304745944118,38600,40800,43700,47200,49200,34100,43200,42900,55200
"136","University of Arkansas at Pine Bluff","Pine Bluff","AR","City","Public",15994,0.9300000072,0.8700000048,0.5500000119,0.7799999714,0.0500000007,42.9199981689,52.7000007629,3.9400000572,0.9599999785,0.6401900883,0.1921249151,0.0848608282,0.0543109301,0.0285132383,NA,276.567783465733,22600,25800,27100,30900,30700,21600,23500,30700,30600
"137","Arkansas State University-Beebe","Beebe","AR","Town","Public",12460,0.6499999762,0.8100000024,0.6499999762,0.4499999881,0.3199999928,91.8399963379,5.2699999809,1.8700000048,0.4199999869,0.5825186889,0.1828637148,0.1454859114,0.0644048304,0.0247268545,NA,53.5030654831553,26900,28300,30100,NA,NA,22300,34000,NA,NA
"138","Arkansas State University-Main Campus","Jonesboro","AR","City","Public",20349,0.8500000238,0.7799999714,0.6299999952,0.5799999833,0.2099999934,83.2600021362,13.9499998093,1.9299999475,0.4900000095,0.4828774063,0.1803444782,0.1493414387,0.1071935157,0.0802431611,NA,201.625234693502,28900,30600,32300,35100,36400,26600,32400,32100,42900
"139","Arkansas Tech University","Russellville","AR","Town","Public",17260,0.8399999738,0.7599999905,0.5500000119,0.6499999762,0.1899999976,89.7600021362,5.5399999619,3.6500000954,0.6000000238,0.4860277375,0.180293935,0.1660111778,0.1026702546,0.0649968951,NA,183.530662349213,29500,32200,33700,36500,38200,25700,33400,31700,44800
"140","University of Arkansas at Monticello","Monticello","AR","Town","Public",16691,0.7900000215,0.8299999833,0.6000000238,0.6000000238,0.1700000018,64.1800003052,32.6399993896,2.8499999046,0.400000006,0.6204188482,0.1439790576,0.1094240838,0.080104712,0.0460732984,NA,155.096334379617,27600,29100,30500,35900,37400,23700,32700,33400,42100
"141","Arthur's Beauty College Inc-Jacksonville","Jacksonville","AR","Suburb","Private",NA,0.6100000143,0.8700000048,0.9399999976,0.3000000119,0.2800000012,74.6399993896,22.2800006866,1.7899999619,0.6299999952,0.7792792793,0.1081081081,0.0585585586,NA,NA,NA,105.191503854069,15100,16100,15700,17300,17300,NA,NA,NA,NA
"142","Baptist Health Schools-Little Rock","Little Rock","AR","City","Private",24556,0.0799999982,1,0.8999999762,0.150000006,0.3799999952,75.9499969482,20.9200000763,1.9299999475,0.6800000072,0.5243055556,0.1892361111,0.1284722222,0.0868055556,0.0711805556,NA,140.465580169806,44700,42800,43400,42400,43200,NA,NA,NA,NA
"143","Black River Technical College","Pocahontas","AR","Rural","Public",12005,0.5400000215,0.8999999762,0.6299999952,0.4099999964,0.3600000143,96.3000030518,1.4800000191,0.9900000095,0.150000006,0.6652631579,0.1789473684,0.1094736842,NA,NA,NA,90.4728617214433,22700,26000,27000,28900,29400,19900,26600,24100,37600
"144","University of Central Arkansas","Conway","AR","City","Public",19686,0.8999999762,0.6499999762,0.5799999833,0.8000000119,0.0900000036,79.8000030518,16.5699996948,2.5099999905,0.7200000286,0.446160836,0.168786915,0.1560654248,0.1219900045,0.1069968196,NA,221.425866715966,32000,34400,36300,39000,41300,30500,33900,37500,46700
"145","Central Baptist College","Conway","AR","City","Private",23292,0.8999999762,0.6299999952,0.4600000083,0.6299999952,0.2099999934,83.2799987793,12.4600000381,2.9800000191,0.8100000024,0.4036697248,0.1697247706,0.1490825688,0.1697247706,0.1077981651,NA,258.493890632695,33200,34600,36300,38200,38800,28000,36800,32700,43700
"146","Cossatot Community College of the University of Arkansas","De Queen","AR","Rural","Public",11415,0,1,0.7900000215,0.3300000131,0.3300000131,79,12.6099996567,9.1700000763,0.2599999905,0.6788830716,0.1745200698,NA,NA,NA,NA,NA,20800,23700,24300,25300,26200,20000,23800,23700,33000
